Customer ID,Churn Reason, Total Revenue ,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status,Churn Category
8174-TBVCF,,8711.95,Female,30,Yes,0,Stanton,90680,33.801869,-117.995068,7,70,Offer A,Yes,26.47,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.8,6859.05,0,0,1852.9,Stayed,
2725-TTRIQ,,8711.03,Female,45,Yes,3,Menifee,92584,33.653338,-117.178271,10,72,Offer A,Yes,37.84,Yes,Yes,Cable,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5986.55,0,0,2724.48,Stayed,
3892-NXAZG,,8707.52,Male,56,Yes,1,Downieville,95936,39.578792,-120.780786,4,72,Offer A,Yes,5.81,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8289.2,0,0,418.32,Stayed,
6374-NTQLP,,8698.74,Male,67,Yes,2,Trinity Center,96091,41.081847,-122.700545,4,72,None,Yes,16.82,No,Yes,Fiber Optic,25,Yes,No,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,104.1,7447.7,0,40,1211.04,Stayed,
9530-GRMJG,,8697.80,Male,63,Yes,3,Whittier,90601,34.007353,-118.033683,4,70,None,Yes,38.83,Yes,Yes,DSL,24,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.1,5979.7,0,0,2718.1,Stayed,
1150-FTQGN,,8694.20,Female,35,Yes,3,Oregon House,95962,39.342587,-121.249833,1,60,Offer B,Yes,48.04,Yes,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.15,5811.8,0,0,2882.4,Stayed,
1625-JAIIY,Product dissatisfaction,8694.12,Female,42,Yes,0,Torrance,90505,33.807882,-118.347957,1,68,None,Yes,44.24,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,83,5685.8,0,0,3008.32,Churned,Dissatisfaction
3865-YIOTT,,8688.74,Male,40,Yes,1,San Francisco,94110,37.750021,-122.415201,1,72,None,Yes,11.67,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.1,7848.5,0,0,840.24,Stayed,
9926-PJHDQ,,8688.29,Female,45,Yes,0,Kingsburg,93631,36.478239,-119.52137,5,72,Offer A,Yes,43.47,Yes,Yes,Cable,9,No,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,76.8,5468.45,0,90,3129.84,Stayed,
1448-CYWKC,,8685.15,Female,61,Yes,3,Coronado,92118,32.68674,-117.186612,2,58,None,Yes,43.01,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.2,6225.4,34.83,0,2494.58,Stayed,
4674-HGNUA,,8681.58,Male,57,Yes,3,Petrolia,95558,40.274302,-124.210902,6,71,Offer A,Yes,31.33,Yes,Yes,Cable,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,6457.15,0,0,2224.43,Stayed,
1131-SUEKT,,8680.97,Male,41,Yes,1,Hood,95639,38.375325,-121.507935,4,61,Offer B,Yes,41.57,No,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.45,6145.2,0,0,2535.77,Stayed,
7537-CBQUZ,,8676.38,Male,68,No,0,Castroville,95012,36.784481,-121.759054,0,63,None,Yes,26.11,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.4,7031.45,0,0,1644.93,Stayed,
4049-ZPALD,,8674.68,Female,35,Yes,0,Forest Falls,92339,34.067699,-116.903891,7,64,Offer B,Yes,35.92,No,Yes,Fiber Optic,11,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99,6375.8,0,0,2298.88,Stayed,
1779-PWPMG,,8664.43,Female,73,Yes,0,San Jose,95139,37.218705,-121.762429,1,72,Offer A,Yes,4.59,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.65,8333.95,0,0,330.48,Stayed,
4822-LPTYJ,,8664.20,Male,38,Yes,0,Los Angeles,90021,34.029043,-118.239504,8,72,None,Yes,16.5,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,103.75,7346.2,0,130,1188,Stayed,
8107-RZLNV,,8651.83,Male,22,Yes,0,South Gate,90280,33.944624,-118.192615,10,72,None,Yes,15.09,Yes,Yes,Fiber Optic,85,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.3,7565.35,0,0,1086.48,Stayed,
0078-XZMHT,,8646.12,Male,19,Yes,0,Visalia,93291,36.391777,-119.372842,5,72,None,Yes,32.36,Yes,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.15,6316.2,0,0,2329.92,Stayed,
3685-YLCMQ,Service dissatisfaction,8645.72,Male,34,No,0,Dobbins,95935,39.381174,-121.21191,0,58,Offer B,Yes,41.14,Yes,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.65,6219.6,0,40,2386.12,Churned,Dissatisfaction
3144-KMTWZ,,8645.21,Male,40,Yes,0,Whittier,90606,33.976678,-118.065875,8,71,Offer A,Yes,26.56,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,0,90,1885.76,Stayed,
4250-ZBWLV,Competitor offered higher download speeds,8645.19,Male,24,No,0,Olema,94950,38.052209,-122.775567,0,68,Offer A,Yes,21.74,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.45,7176.55,9.68,0,1478.32,Churned,Competitor
2266-SJNAT,,8642.80,Female,21,Yes,0,Temecula,92592,33.507255,-117.029473,2,72,Offer A,Yes,11.85,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.15,7789.6,0,0,853.2,Stayed,
4159-NAAIX,,8631.88,Female,24,No,0,Saratoga,95070,37.257772,-122.051824,0,63,None,Yes,37.76,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45,6253,0,0,2378.88,Stayed,
8634-CILSZ,Competitor made better offer,8630.71,Male,52,No,0,San Diego,92109,32.787836,-117.232376,0,69,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,0,0,1410.36,Churned,Competitor
9415-ZNBSX,,8620.00,Female,30,Yes,1,Cool,95614,38.880622,-120.973865,3,70,None,Yes,33.24,Yes,Yes,DSL,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89,6293.2,0,0,2326.8,Stayed,
3192-NQECA,Competitor had better devices,8617.57,Male,26,Yes,0,Santa Monica,90403,34.031529,-118.491156,4,68,Offer A,Yes,14.79,Yes,Yes,Fiber Optic,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110,7611.85,0,0,1005.72,Churned,Competitor
8200-LGKSR,,8617.49,Male,47,Yes,0,Azusa,91702,34.174493,-117.87068,6,71,None,Yes,35.09,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,83.2,6126.1,0,0,2491.39,Stayed,
9058-HRZSV,,8616.95,Female,77,Yes,0,Baldwin Park,91706,34.098275,-117.967399,2,65,None,Yes,38.32,No,Yes,Fiber Optic,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.4,6126.15,0,0,2490.8,Stayed,
9065-ZCPQX,,8615.07,Male,24,Yes,0,San Jacinto,92582,33.806708,-117.02007,2,72,Offer A,Yes,39.61,Yes,Yes,DSL,85,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.85,5763.15,0,0,2851.92,Stayed,
8651-ENBZX,Long distance charges,8614.80,Female,68,No,0,Grizzly Flats,95636,38.636102,-120.522149,0,60,None,Yes,34.39,Yes,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106,6441.4,0,110,2063.4,Churned,Price
2001-EWBQU,,8612.00,Female,23,No,0,Stockton,95210,38.033219,-121.297433,0,60,None,Yes,35.47,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,104.7,6333.8,0,150,2128.2,Stayed,
0013-SMEOE,,8611.41,Female,67,Yes,0,Lompoc,93437,34.757477,-120.550507,1,71,Offer A,Yes,9.96,No,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.7,7904.25,0,0,707.16,Stayed,
2239-JALAW,Competitor made better offer,8598.65,Male,20,No,0,Escondido,92027,33.141265,-116.967221,0,58,Offer B,Yes,44.5,Yes,Yes,Fiber Optic,47,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.25,6017.65,0,0,2581,Churned,Competitor
4833-QTJNO,,8597.10,Male,66,Yes,0,Coulterville,95311,37.722127,-120.110174,10,67,None,Yes,44.9,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.85,5588.8,0,0,3008.3,Stayed,
5954-BDFSG,,8595.54,Female,40,No,0,West Hollywood,90069,34.093781,-118.381061,0,72,None,Yes,9.47,Yes,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,107.5,7853.7,0,60,681.84,Stayed,
9079-YEXQJ,Product dissatisfaction,8588.81,Female,56,No,0,Chino,91710,33.990646,-117.663025,0,54,None,Yes,46.74,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,6014.85,0,50,2523.96,Churned,Dissatisfaction
4455-BFSPD,,8587.83,Female,35,Yes,0,Escondido,92027,33.141265,-116.967221,5,61,None,Yes,36.13,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.15,6383.9,0,0,2203.93,Stayed,
3758-CKOQL,,8580.15,Female,20,Yes,0,Valyermo,93563,34.39583,-117.734568,7,59,Offer B,Yes,41.15,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,107,6152.3,0,0,2427.85,Stayed,
8495-LJDFO,,8574.34,Female,76,No,0,Rancho Santa Margarita,92688,33.624654,-117.611733,0,64,None,Yes,22.86,Yes,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.95,7111.3,0,0,1463.04,Stayed,
0197-PNKNK,,8574.08,Female,47,Yes,1,Scotts Valley,95066,37.070177,-122.010077,7,69,None,Yes,38.92,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,0,40,2685.48,Stayed,
8469-SNFFH,,8571.10,Male,40,Yes,0,San Pedro,90731,33.736387,-118.284363,0,70,None,Yes,43.46,Yes,Yes,DSL,21,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,79.4,5528.9,0,0,3042.2,Stayed,
4718-WXBGI,,8566.10,Male,21,Yes,1,Twain Harte,95383,38.107441,-120.230625,1,72,Offer A,Yes,27.1,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.95,6614.9,0,0,1951.2,Stayed,
2925-VDZHY,,8562.71,Male,64,Yes,2,Sonora,95370,37.982716,-120.343732,1,72,Offer A,Yes,28.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.7,6501.35,0,0,2061.36,Stayed,
9625-QNLUX,,8560.88,Male,51,Yes,2,San Jose,95138,37.246064,-121.749494,2,68,None,Yes,21.86,No,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.25,7074.4,0,0,1486.48,Stayed,
2190-PHBHR,,8558.98,Female,22,Yes,0,Hume,93628,36.807595,-118.901544,5,72,Offer A,Yes,22.74,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.45,6921.7,0,0,1637.28,Stayed,
5766-FTRTS,,8557.42,Male,35,Yes,0,El Segundo,90245,33.917145,-118.401554,8,72,Offer A,Yes,35.06,No,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,6033.1,0,0,2524.32,Stayed,
5074-FBGHB,,8550.60,Male,47,No,0,Freedom,95019,36.936228,-121.785559,0,64,None,Yes,25.95,Yes,Yes,Fiber Optic,23,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.65,6889.8,0,0,1660.8,Stayed,
8819-ZBYNA,,8548.35,Female,51,Yes,0,Murrieta,92562,33.548869,-117.334165,6,58,None,Yes,37.15,Yes,Yes,Fiber Optic,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.1,6393.65,0,0,2154.7,Stayed,
7124-UGSUR,Competitor had better devices,8546.71,Female,77,Yes,0,Los Angeles,90028,34.099869,-118.326843,1,61,None,Yes,35.11,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,104.4,6405,0,0,2141.71,Churned,Competitor
4701-LKOZD,,8544.30,Female,64,No,0,Foresthill,95631,39.031876,-120.811141,0,70,None,Yes,29.53,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,89.75,6367.2,0,110,2067.1,Stayed,
1298-PHBTI,,8542.97,Male,40,Yes,3,Los Angeles,90049,34.091829,-118.491244,9,71,None,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0,0,2390.57,Stayed,
1013-QCWAM,,8542.71,Female,73,Yes,0,Garden Grove,92841,33.786738,-117.982564,0,66,Offer A,Yes,28.06,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,100.8,6690.75,0,0,1851.96,Stayed,
7762-URZQH,Product dissatisfaction,8533.01,Male,30,Yes,0,Venice,90291,33.991782,-118.479229,0,66,None,Yes,23.51,Yes,Yes,Fiber Optic,52,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.05,6981.35,0,0,1551.66,Churned,Dissatisfaction
1360-XFJMR,,8531.69,Female,50,Yes,0,Washington,95986,39.34128,-120.786867,6,67,None,Yes,17.72,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,7344.45,0,0,1187.24,Stayed,
4423-JWZJN,,8531.55,Male,57,Yes,2,Springville,93265,36.245926,-118.693138,9,64,Offer B,Yes,45.35,Yes,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,90.25,5629.15,0,0,2902.4,Stayed,
9861-PDSZP,,8530.20,Female,19,No,0,Delano,93215,35.772244,-119.209689,0,72,None,Yes,10.05,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.05,7806.6,0,0,723.6,Stayed,
4913-EHYUI,Competitor offered higher download speeds,8527.45,Male,80,Yes,0,Alpaugh,93201,35.869626,-119.498771,0,56,Offer B,Yes,48.8,Yes,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.55,5794.65,0,0,2732.8,Churned,Competitor
6248-TKCQV,,8526.90,Female,37,Yes,0,Upper Lake,95485,39.220368,-122.907693,5,70,None,Yes,43.81,Yes,Yes,DSL,17,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,5460.2,0,0,3066.7,Stayed,
1576-PFZIW,,8525.50,Male,70,Yes,0,Bakersfield,93301,35.383937,-119.020428,2,70,Offer A,Yes,14.48,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.35,7511.9,0,0,1013.6,Stayed,
4753-PADAS,,8522.77,Female,23,Yes,0,Bieber,96009,41.083464,-121.107929,2,67,Offer A,Yes,25.46,Yes,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.7,6816.95,0,0,1705.82,Stayed,
0707-HOVVN,,8521.55,Female,79,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0,0,3308.9,Stayed,
4751-ERMAN,,8515.77,Male,43,Yes,0,Gazelle,96034,41.411315,-122.697236,7,72,None,Yes,42.16,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0,0,3035.52,Stayed,
5067-XJQFU,,8514.49,Male,77,Yes,0,Los Angeles,90067,34.057496,-118.413959,3,66,None,Yes,21.79,Yes,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.45,7076.35,0,0,1438.14,Stayed,
0186-CAERR,,8514.03,Male,22,No,0,Auburn,95603,38.912881,-121.082766,0,71,None,Yes,2.88,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,0,0,204.48,Stayed,
6797-UCJHZ,,8503.11,Female,74,Yes,0,Simi Valley,93065,34.269449,-118.768471,7,66,Offer A,Yes,25.51,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,104.6,6819.45,0,0,1683.66,Stayed,
5816-JMLGY,,8502.45,Female,28,Yes,0,Red Bluff,96080,40.186772,-122.388361,4,70,None,Yes,39.78,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-4,5717.85,0,0,2784.6,Stayed,
6465-GSRCL,,8500.28,Female,19,No,2,Plymouth,95669,38.489273,-120.891614,0,67,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.6,7244.7,0,0,1255.58,Stayed,
8535-SFUTN,,8499.20,Male,21,No,0,Moreno Valley,92555,33.907361,-117.109972,0,61,Offer B,Yes,36.05,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,0,0,2199.05,Stayed,
4782-OSFXZ,,8495.83,Female,72,Yes,0,Lodi,95242,38.128087,-121.4078,1,71,Offer A,Yes,37.53,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.7,5831.2,0,0,2664.63,Stayed,
6847-KJLTS,,8495.52,Female,72,Yes,0,Frazier Park,93225,34.827662,-118.999073,8,58,Offer B,Yes,47.34,Yes,Yes,Fiber Optic,28,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,5749.8,0,0,2745.72,Stayed,
1775-KWJKQ,,8491.47,Male,41,Yes,0,Santa Barbara,93105,34.037342,-119.80079,5,72,None,Yes,26.96,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.85,6562.9,12.55,0,1941.12,Stayed,
3617-XLSGQ,,8489.76,Female,61,Yes,2,Modesto,95355,37.672906,-120.946594,2,66,None,Yes,20.11,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,109.25,7082.5,0,80,1327.26,Stayed,
3133-PZNSR,,8488.48,Male,25,Yes,3,Belmont,94002,37.509366,-122.306132,1,72,None,Yes,20.79,Yes,Yes,Fiber Optic,59,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.75,6991.6,0,0,1496.88,Stayed,
2419-FSORS,,8488.46,Male,29,Yes,0,Salinas,93906,36.722898,-121.633648,8,72,Offer A,Yes,10.68,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.4,7719.5,0,0,768.96,Stayed,
2560-PPCHE,,8488.20,Female,22,No,0,Huntington Beach,92649,33.721917,-118.043237,0,65,None,Yes,26.83,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,6744.25,0,0,1743.95,Stayed,
8231-BSWXX,,8487.64,Male,44,No,0,Mojave,93501,35.097323,-118.171288,0,71,Offer A,Yes,41.34,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,79.05,5552.5,0,0,2935.14,Stayed,
6253-GNHWH,,8477.46,Female,63,Yes,3,Pacific Palisades,90272,34.079449,-118.548306,9,71,None,Yes,45.81,Yes,Yes,DSL,52,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,71.1,5224.95,0,0,3252.51,Stayed,
9258-CNWAC,,8473.52,Female,23,Yes,2,Long Beach,90813,33.781086,-118.199049,2,71,Offer A,Yes,4.32,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.65,8166.8,0,0,306.72,Stayed,
2632-IVXVF,,8470.78,Female,40,Yes,3,Kernville,93238,35.852892,-118.397782,3,68,None,Yes,14.11,Yes,Yes,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.75,7511.3,0,0,959.48,Stayed,
6631-HMANX,,8470.30,Male,39,Yes,0,Kelseyville,95451,38.93496,-122.792243,10,72,None,Yes,31.15,Yes,Yes,Cable,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.45,6227.5,0,0,2242.8,Stayed,
2623-DRYAM,,8460.90,Female,19,Yes,0,Jamul,91935,32.695681,-116.798386,0,70,None,Yes,19.88,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75,7069.3,0,0,1391.6,Stayed,
6270-OMFIW,Attitude of support person,8454.25,Male,33,Yes,0,Valley Springs,95252,38.156971,-120.849231,9,60,Offer B,Yes,47.4,No,Yes,Cable,29,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,5610.25,0,0,2844,Churned,Attitude
2722-VOJQL,Don't know,8453.82,Male,30,No,0,San Diego,92126,32.886925,-117.152162,0,64,None,Yes,24.23,Yes,Yes,Fiber Optic,73,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.65,6903.1,0,0,1550.72,Churned,Other
5322-TEUJK,,8448.86,Female,45,Yes,3,Duncans Mills,95430,38.445603,-123.063756,5,71,None,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8100.25,0,0,348.61,Stayed,
2882-WDTBA,,8446.92,Male,64,Yes,0,Willows,95988,39.493991,-122.286363,4,69,Offer A,Yes,44.33,No,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,5388.15,0,0,3058.77,Stayed,
9330-VOFSZ,,8444.71,Female,34,Yes,0,Princeton,95970,39.424957,-122.039307,1,60,Offer B,Yes,30.23,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,6640.7,9.79,0,1813.8,Stayed,
7182-OVLBJ,,8444.03,Female,32,Yes,3,Kenwood,95452,38.419525,-122.521585,4,62,None,Yes,28.64,Yes,Yes,Fiber Optic,52,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,101.15,6638.35,0,30,1775.68,Stayed,
8707-RMEZH,,8439.50,Female,67,Yes,0,Tecate,91980,32.587557,-116.636816,6,69,None,Yes,34.55,No,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,87.3,6055.55,0,0,2383.95,Stayed,
4220-TINQT,,8436.78,Female,41,Yes,0,Raisin City,93652,36.594542,-119.905245,3,61,None,Yes,27.63,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,6751.35,0,0,1685.43,Stayed,
3197-NNYNB,,8435.60,Male,47,No,0,Jolon,93928,35.930782,-121.189757,0,65,Offer B,Yes,27.75,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-3,6631.85,0,0,1803.75,Stayed,
2382-BCKQJ,Competitor made better offer,8433.61,Female,41,No,0,Escondido,92027,33.141265,-116.967221,0,62,Offer B,Yes,32.58,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,6413.65,0,0,2019.96,Churned,Competitor
7471-MQPOS,,8433.46,Male,74,Yes,3,Long Beach,90808,33.823943,-118.111335,1,71,None,Yes,46.11,Yes,Yes,DSL,20,No,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,72.9,5139.65,0,20,3273.81,Stayed,
